"";"elokuva";"tukisumma";"tukityyppi";"lajityyppi";"hakija";"esittelija";"tukivuosi";"tukipvm"
"952";"KEKKONEN";24000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Rainbow Productions Oy";"Kaisu Isto";2009;2009-04-27
"953";"SANKARI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Kaisu Isto";2009;2009-04-23
"954";"2012 (Huojuva Kuu)";5820;"Kehittämistuki";"Pitkä näytelmäelokuva";"StereoscapeOy";"Kaisu Isto";2009;2009-04-21
"955";"DEAD POINT";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinoproduction Oy";"Jukka Asikainen";2009;2009-04-17
"956";"POIKA JA VARIS";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Lasihelmi Filmi Oy";"Jukka Asikainen";2009;2009-04-17
"957";"IRIS";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Långfilm Productions Finland Oy";"Kaisu Isto";2009;2009-04-17
"958";"HÄRMÄ";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Yellow Film & TV Oy";"Jukka Asikainen";2009;2009-04-15
"959";"TAIVAAN VALLAT";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Filmiteollisuus Fine Oy";"Kaisu Isto";2009;2009-04-15
"960";"RAKKAUDEN RASVAPROSENTTI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2009;2009-04-15
"961";"ANSA";24000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvayhtiö Oy Aamu Ab";"Jukka Asikainen";2009;2009-03-26
"962";"TOIVON TALO";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Kaisu Isto";2009;2009-03-19
"963";"KORSO";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Jukka Asikainen";2009;2009-03-16
"964";"ROSKISPRINSSI";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Periferia Productions Oy";"Kaisu Isto";2009;2009-03-02
"965";"HILJAISUUS";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Kaisu Isto";2009;2009-02-24
"966";"MOTHGIRL";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Niche Films Oy";"Jukka Asikainen";2009;2009-02-20
"967";"OLAVI VIRTA";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinoproduction Oy";"Kaisu Isto";2009;2009-02-20
"968";"MATKA EDENIIN";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bad Taste ltd";"Kaisu Isto";2009;2009-02-17
"969";"MATIAS KORHOSEN LYHYT HISTORIA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"SF Film Finland Oy";"Kaisu Isto";2009;2009-02-04
"970";"PUSSIKALJAELOKUVA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Kaisu Isto";2009;2009-02-02
"971";"PUSSIKALJAELOKUVA";21143;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Kaisu Isto";2009;2009-02-02
"972";"VALKOINEN PEURA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Petfilms Oy";"Jukka Asikainen";2009;2009-01-27
"973";"PRINSESSA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Art Films production AFP Oy";"Kaisu Isto";2009;2009-01-20
"974";"NIGHT OF THE WITCH";6000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Zone2 Pictures Oy";"Jukka Asikainen";2009;2009-01-14
"975";"SEEPPARI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Tuotanto Oy Säihky";"Kaisu Isto";2009;2009-01-14
"976";"KORSO";20135;"Kehittämistuki";"Pitkä näytelmäelokuva";"Bronson Club Finland OyEI TÄMÄ NRO!!";"Jukka Asikainen";2008;2008-12-30
"977";"MISS FARKKU-SUOMI";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Periferia Productions Oy";"Jukka Asikainen";2008;2008-12-30
"978";"KUULUSTELU";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Jörn Donner Productions Oy";"Jukka Asikainen";2008;2008-12-22
"979";"RAT KING";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2008;2008-12-22
"980";"IRON SKY";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Kaisu Isto";2008;2008-12-22
"981";"TRICKSTER";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Kaisu Isto";2008;2008-12-17
"982";"RARE EXPORTS";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cinet Oy";"Kaisu Isto";2008;2008-12-16
"983";"MUUMI JA PUNAINEN KOMEETTA";8500;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Filmkompaniet Alpha Ab";"Jukka Asikainen";2008;2008-12-11
"984";"KULLANKAIVAJAT";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvayhtiö Oy Aamu Ab";"Jukka Asikainen";2008;2008-11-26
"985";"KAUNEIMMAT BALLADIT";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Juonifilmi Oy";"Jukka Asikainen";2008;2008-11-20
"986";"JOS RAKASTAT";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Juonifilmi Oy";"Kaisu Isto";2008;2008-11-20
"987";"SISKO TAHTOISIN JÄÄDÄ";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Jukka Asikainen";2008;2008-11-06
"988";"TUOKIOITA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Pystymetsä Oy";"Kaisu Isto";2008;2008-10-22
"989";"KUOROPOJAT";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"SF Film Finland Oy";"Jukka Asikainen";2008;2008-10-16
"990";"SEITSEMÄN KUKKULAN SANKARIT";6000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Silva Mysterium Oy";"Kaisu Isto";2008;2008-10-16
"991";"VÄHÄN KUNNIOITUSTA";17000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kotkan Leffat Ky";"Jukka Asikainen";2008;2008-09-25
"992";"IT´S SNOWING MEN";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Dionysos Films Oy";"Kaisu Isto";2008;2008-09-23
"993";"RANSKALAINEN MITTAMIES (ent. the French Surveyor)";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Filmiryhmä Oy";"Kaisu Isto";2008;2008-09-23
"994";"TOINEN JALKA HAUDASTA";2121;"Kehittämistuki";"Pitkä näytelmäelokuva";"Hi Conzept Oy";"Olli Soinio";2008;2008-09-22
"995";"ELLA JA PATEROCK";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Snapper Films Oy";"Jukka Asikainen";2008;2008-08-29
"996";"BELMONDO SISTERS";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Juonifilmi Oy";"Jukka Asikainen";2008;2008-07-02
"997";"TIKIPOKSI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Jukka Asikainen";2008;2008-06-25
"998";"ROMURALLI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bufo Ab";"Jukka Asikainen";2008;2008-06-25
"999";"HILJAISUUS";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Kaisu Isto";2008;2008-06-25
"1000";"SAGAAN";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Jukka Asikainen";2008;2008-06-19
"1001";"RAT KING";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2008;2008-06-18
"1002";"BEST MAN";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Jukka Asikainen";2008;2008-06-16
"1003";"IRON SKY";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Kaisu Isto";2008;2008-06-11
"1004";"RARE EXPORTS";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cinet Oy";"Kaisu Isto";2008;2008-06-11
"1005";"HELLA W";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Snapper Films Oy";"Kaisu Isto";2008;2008-06-11
"1006";"MALMI MURDERAZ (ent. Chilli kaupunki)";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Jukka Asikainen";2008;2008-05-23
"1007";"HAVUKKA-AHON AJATTELIJA";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2008;2008-05-14
"1008";"MUSTA";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2008;2008-05-13
"1009";"VERA - SUKUNSA VIIMEINEN";26000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Illume Oy";"Kaisu Isto";2008;2008-05-09
"1010";"ENSISUUKKO";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Smile Entertainment Oy";"Kaisu Isto";2008;2008-05-08
"1011";"ALAN MIEHET (ent. Rööperi)";1e+05;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Kaisu Isto";2008;2008-05-06
"1012";"WALK DON´T RUN (kv-yhteistuotanto)";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Moimedia Oy";"Kaisu Isto";2008;2008-04-24
"1013";"MISTÄ TUNNET SÄ YSTÄVÄN";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cinet Oy";"Jukka Asikainen";2008;2008-04-24
"1014";"ALLA AALTOJEN SYVIEN";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2008;2008-04-24
"1015";"OLAVI VIRTA";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinoproduction Oy";"Kaisu Isto";2008;2008-03-31
"1016";"VÄHÄN KUNNIOITUSTA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kotkan Leffat Ky";"Jukka Asikainen";2008;2008-03-27
"1017";"VALKOINEN PEURA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Petfilms Oy";"Jukka Asikainen";2008;2008-03-18
"1018";"2012 (a.ka. Amnesia)";35000;"Kehittämistuki";"Pitkä näytelmäelokuva";"StereoscapeOy";"Kaisu Isto";2008;2008-03-17
"1019";"RALLIRAITA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Suomen Filmiteollisuus SF Oy";"Olli Soinio";2008;2008-03-13
"1020";"HAASKA";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Jukka Asikainen";2008;2008-03-05
"1021";"VERA - SUKUNSA VIIMEINEN";16000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Illume Oy";"Petri Kemppinen";2008;2008-02-26
"1022";"MUSTA AURINKO";9000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Petri Kemppinen";2008;2008-02-20
"1023";"JUMALAN LAPSET";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Olli Soinio";2008;2008-01-23
"1024";"KAUNEIMMAT BALLADIT";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Juonifilmi Oy";"Olli Soinio";2008;2008-01-23
"1025";"TOINEN JALKA HAUDASTA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Filmiteollisuus Fine Oy";"Olli Soinio";2008;2008-01-08
"1026";"ILTA ON VIELÄ NUORI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Bronson Club Finland OyEI TÄMÄ NRO!!";"Olli Soinio";2008;2008-01-07
"1027";"HORNKRONAN";8000;"Kehittämistuki";"Pitkä animaatioelokuva";"Lindström Christer aka CHRZU";"Petri Kemppinen";2008;2008-01-04
"1028";"Supermarsu";15000;"Kehittämistuki";"Pitkä animaatioelokuva";"Yellow Film & TV Oy";"Hannu Tuomainen";2013;2013-03-20
"1029";"2,5 ruumista (ent. Kuori)";35000;"Kehittämistuki";"Pitkä animaatioelokuva";"Indie Films Oy";"Jukka Asikainen";2011;2011-10-26
"1030";"Mestari ja Margarita / pilotti";35000;"Kehittämistuki";"Pitkä animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Jukka Asikainen";2011;2011-06-01
"1031";"THE SAMPO";15000;"Kehittämistuki";"Pitkä animaatioelokuva";"NDFC Helsinki Oy";"Kaisu Isto";2009;2009-12-11
"1032";"Tirlittan";50000;"Kehittämistuki";"Pitkä animaatioelokuva";"Making Movies - Nordberg & Aho Oy";"Hannu Tuomainen";2015;2015-06-04
"1033";"NIKO 2 (työnimi)";50000;"Kehittämistuki";"Pitkä animaatioelokuva";"Animaker Oy";"Kaisu Isto";2010;2010-11-30
"1034";"Pinja ja hopeasolki";14000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Zone2 Pictures Oy";"Marjo Valve";2015;2015-11-19
"1035";"Vinski ja näkymättömyyspulveri";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Snapper Films Oy";"Hannu Tuomainen";2015;2015-09-17
"1036";"Supermarsu";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Yellow Film & TV Oy";"Hannu Tuomainen";2015;2015-06-04
"1037";"Antero Varovainen ja Onnenkivi";10000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Art Films production AFP Oy";"Hannu Tuomainen";2015;2015-02-05
"1038";"Pertsa ja Kilu";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Silva Mysterium Oy";"Hannu Tuomainen";2014;2014-12-04
"1039";"Nörtti - Virtuaalisoturi";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Dionysos Films Oy";"Marjo Valve";2014;2014-12-04
"1040";"NICHOLAS OF THE NORTH";48000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Estar Studios Oy";"Jukka Asikainen";2014;2014-08-28
"1041";"Rölli ja salainen reitti";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"MRP Matila Röhr Productions Oy";"Hannu Tuomainen";2014;2014-06-04
"1042";"Duudsonit";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Solar Films Inc. Oy";"Hannu Tuomainen";2014;2014-06-04
"1043";"Jääkarhu";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Silva Mysterium Oy";"Hannu Tuomainen";2014;2014-04-02
"1044";"Rautasormi";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Filmimaa Oy";"Marjo Valve";2014;2014-04-02
"1045";"Lovemilla-elokuva";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"It´s Alive Films Oy";"Hannu Tuomainen";2013;2013-12-09
"1046";"Other Girls";25000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Marjo Valve";2013;2013-12-09
"1047";"Rölli ja salainen reitti";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"MRP Matila Röhr Productions Oy";"Hannu Tuomainen";2013;2013-05-29
"1048";"Hevisaurus - The Movie";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Solar Films Inc. Oy";"Hannu Tuomainen";2013;2013-03-20
"1049";"TYTTÖ JA MERENNEITO";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Hannu Tuomainen";2013;2013-02-05
"1050";"Olipa kerran joulu";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Reppufilmi Oy";"Marjo Valve";2013;2013-02-05
"1051";"Fyra vindar";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Street Movies AB filial i Finland";"Marjo Valve";2013;2013-02-05
"1052";"Fyra vindar";14950;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Street Movies AB filial i Finland";"Kaisu Isto";2012;2012-12-28
"1053";"Pimeyden Prinsessa";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Edith Film Oy";"Jukka Asikainen";2012;2012-12-05
"1054";"Seikkailu Kreikassa";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Yellow Film & TV Oy";"Jukka Asikainen";2012;2012-10-24
"1055";"Kuka missä milloin";35000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"napafilms oy";"Jukka Asikainen";2012;2012-04-25
"1056";"TOVE JA MERENNEITO";35000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Kaisu Isto";2011;2011-06-01
"1057";"Tohtori Ikijuuren salaisuus";10000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Liisa Helminen Film Productions Oy";"Kaisu Isto";2011;2011-06-01
"1058";"Huojuva kuu";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Elokuvayhtiö Oy Aamu Ab";"Kaisu Isto";2011;2011-03-18
"1059";"Intiaanikesä";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Snapper Films Oy";"Jukka Asikainen";2011;2011-02-08
"1060";"SEITSEMÄN KUKKULAN SANKARIT";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Silva Mysterium Oy";"Kaisu Isto";2011;2011-02-08
"1061";"TOHTORI IKIJUUREN SALAISUUS";15000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Liisa Helminen Film Productions Oy";"Kaisu Isto";2010;2010-10-27
"1062";"HERRA HEINÄMÄKI";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Jackpot Films Oy";"Jukka Asikainen";2010;2010-07-02
"1063";"TOVE JA MERENNEITO";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Kaisu Isto";2010;2010-06-09
"1064";"TÄHDENTEKIJÄ";10000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Apajalahti Oy";"Kaisu Isto";2010;2010-03-16
"1065";"TYTTÖJEN KESÄ (ent. Miinan kesä)";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Periferia Productions Oy";"Kaisu Isto";2009;2009-11-11
"1066";"TOVE JA MERENNEITO";10000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Fisher King Production Oy";"Kaisu Isto";2009;2009-10-30
"1067";"SUDEN VARJO (Pimeän polte)";19605;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Kinoproduction Oy";"Petri Kemppinen";2009;2009-05-25
"1068";"TIIKERISYDÄN";43000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Making Movies - Nordberg & Aho Oy";"Kaisu Isto";2009;2009-03-17
"1069";"TIIKERISYDÄN";20000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Making Movies - Nordberg & Aho Oy";"Kaisu Isto";2009;2009-03-04
"1070";"MIINAN KESÄ";30000;"Kehittämistuki";"Pitkä lasten ja nuorten elokuva";"Periferia Productions Oy";"Kaisu Isto";2008;2008-09-19
"1071";"Onneli ja Anneli";20000;"Kehittämistuki";"TV-sarja";"Zodiak Finland Oy";"Kaisu Isto";2012;2012-05-30
"1072";"Raksa";20000;"Kehittämistuki";"TV-sarja";"Seismic Entertainment Oy";"Hannu Tuomainen";2013;2013-09-18
"1073";"Myrskyn jälkeen";10000;"Kehittämistuki";"TV-sarja";"Elokuvayhtiö Oy Aamu Ab";"Joona Louhivuori";2015;2015-04-02
"1074";"Ihan pimee";25000;"Kehittämistuki";"TV-sarja";"Production House OY Finland";"Joona Louhivuori";2015;2015-02-05
"1075";"Studio";10000;"Kehittämistuki";"TV-sarja";"Periferia Productions Oy";"Joona Louhivuori";2014;2014-12-04
"1076";"Downshiftaajat";20000;"Kehittämistuki";"TV-sarja";"Yellow Film & TV Oy";"Joona Louhivuori";2014;2014-12-04
"1077";"Catherine";40000;"Kehittämistuki";"TV-sarja";"Empire Pictures Oy";"Joona Louhivuori";2014;2014-10-22
"1078";"Kynsin hampain";20000;"Kehittämistuki";"TV-sarja";"FremantleMedia Finland Oy";"Joona Louhivuori";2014;2014-06-04
"1079";"The Resort";25000;"Kehittämistuki";"TV-sarja";"Helsinki-filmi Oy";"Joona Louhivuori";2014;2014-06-04
"1080";"LOLA UPPOCHNER";10000;"Kehittämistuki";"TV-sarja";"Långfilm Productions Finland Oy";"Joona Louhivuori";2014;2014-06-04
"1081";"Koukussa";50000;"Kehittämistuki";"TV-sarja";"Moskito Television Oy";"Joona Louhivuori";2014;2014-06-04
"1082";"Roba 3";20000;"Kehittämistuki";"TV-sarja";"Yellow Film & TV Oy";"Joona Louhivuori";2014;2014-06-04
"1083";"Näköalapaikka";15000;"Kehittämistuki";"TV-sarja";"Production House OY Finland";"Joona Louhivuori";2014;2014-02-04
"1084";"Welcome To Texas";20000;"Kehittämistuki";"TV-sarja";"Warner Bros. Finland";"Joona Louhivuori";2014;2014-02-04
"1085";"Yhteinen etu";10000;"Kehittämistuki";"TV-sarja";"Solar Films Inc. Oy";"Joona Louhivuori";2013;2013-10-23
"1086";"Welcome to Texas";20000;"Kehittämistuki";"TV-sarja";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2012;2012-12-05
"1087";"Kolme tarinaa";15000;"Kehittämistuki";"TV-sarja";"FremantleMedia Finland Oy";"Jukka Asikainen";2012;2012-12-05
"1088";"Klikkaa mua/Click me 12x45 TV-serie 2.season";50000;"Kehittämistuki";"TV-sarja";"Dionysos Films Oy";"Jukka Asikainen";2012;2012-12-05
"1089";"Deus X";40000;"Kehittämistuki";"TV-sarja";"Blind Spot Pictures Oy";"Jukka Asikainen";2012;2012-05-30
"1090";"Töölö";6000;"Kehittämistuki";"TV-sarja";"Filmiteollisuus Fine Oy";"Jukka Asikainen";2012;2012-05-30
"1091";"Rouva Sanchez";25000;"Kehittämistuki";"TV-sarja";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2012;2012-05-30
"1092";"Työvoimaa (työnimi)";20000;"Kehittämistuki";"TV-sarja";"Filmimaa Oy";"Jukka Asikainen";2012;2012-03-21
"1093";"MUUMI JA PUNAINEN PYRSTÖTÄHTI;KV-kulut";45000;"Kulttuuriviennin hanketuki";"Pitkä animaatioelokuva";"Oy Filmkompaniet Alpha Ab";"Jaana Puskala";2010;2010-03-17
"1094";"SURU (työnimi)";3600;"Käsikirjoitusapuraha";"Animaatioelokuva";"Jääskeläinen Leena";"Miia Haavisto";2010;2010-01-04
"1095";"Bagelberg";1625;"Käsikirjoitusapuraha";"Animaatiosarja";"Aittokoski Metsämarja";"Pekka Uotila";2015;2015-12-09
"1096";"Hansperi-animaatiosarja";1625;"Käsikirjoitusapuraha";"Animaatiosarja";"Härkönen Mariko";"Pekka Uotila";2015;2015-09-02
"1097";"Routasisarukset";4800;"Käsikirjoitusapuraha";"Animaatiosarja";"Forsgren Carita";"Joona Louhivuori";2014;2014-11-12
"1098";"Heipparalla Hiidenvirta";3200;"Käsikirjoitusapuraha";"Animaatiosarja";"Jääskeläinen Leena";"Joona Louhivuori";2014;2014-11-12
"1099";"Villa Wou!";1500;"Käsikirjoitusapuraha";"Animaatiosarja";"Hutri Eila";"Joona Louhivuori";2012;2012-05-30
"1100";"Pikkuli - The Little Birdie -animaatiosarja";5000;"Käsikirjoitusapuraha";"Animaatiosarja";"Aittokoski Metsämarja";"Joona Louhivuori";2012;2012-05-03
"1101";"Mimosa Mind´s Eye Travels";6000;"Käsikirjoitusapuraha";"Animaatiosarja";"Jääskeläinen Leena";"Jukka Asikainen";2011;2011-09-06
"1102";"Puistokesä";1600;"Käsikirjoitusapuraha";"Animaatiosarja";"Sohlman Minna";"Joona Louhivuori";2014;2014-11-12
"1103";"Galluksien kukkulat";6400;"Käsikirjoitusapuraha";"Animaatiosarja";"Ritalahti Niko";"Joona Louhivuori";2014;2014-02-20
"1104";"Maailman päälliköt";4500;"Käsikirjoitusapuraha";"Animaatiosarja";"Virtanen Vesa";"Joona Louhivuori";2012;2012-02-28
"1105";"Kutiava Kakkiainen";3000;"Käsikirjoitusapuraha";"Animaatiosarja";"Harjola Tuire";"Joona Louhivuori";2011;2011-11-29
"1106";"Hilla Hipsuvarvas (nuorisoraha)";4000;"Käsikirjoitusapuraha";"Animaatiosarja";"Arola Terhi";"Joona Louhivuori";2011;2011-10-04
"1107";"PELASTAKAA JULIO!";6200;"Käsikirjoitusapuraha";"Animaatiosarja";"Ketola Sami";"Miia Haavisto";2010;2010-12-13
"1108";"More Than A Game";3250;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Browne Ronan";"Elina Kivihalme";2015;2015-12-09
"1109";"Niin myötä- kuin vastatuulessa";3250;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Rantama Marjaana";"Elina Kivihalme";2015;2015-09-02
"1110";"Uusi Eurooppa '41";4875;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Suhonen Ville";"Elina Kivihalme";2015;2015-05-07
"1111";"KAARLENSILTA";3600;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Törhönen Lauri";"Miia Haavisto";2015;2015-03-30
"1112";"KALAPORTAITA TAIVAASEEN";4000;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Hietanen Jari";"Elina Kivihalme";2014;2014-05-06
"1113";"Tuulten ammattilainen (työnimi)";2000;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Kerimaa Ville-Veikko";"Elina Kivihalme";2014;2014-05-06
"1114";"Valkoinen noita";4000;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Käyhkö Eriikka";"Elina Kivihalme";2014;2014-05-06
"1115";"Matkapuhelimen tarina";4000;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Koskinen Arto";"Elina Kivihalme";2013;2013-11-14
"1116";"Matka valon ja pimeyden ytimeen";4000;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Luostarinen Kiti";"Elina Kivihalme";2013;2013-05-14
"1117";"Helsinginkatua päästä päähän";4200;"Käsikirjoitusapuraha";"Dokumenttielokuva";"Olsson Claes";"Elina Kivihalme";2012;2012-11-30
"1118";"Karelian Lady";4000;"Käsikirjoitusapuraha";"Dokumenttielokuva";"El Aboudi Mohamed";"Elina Kivihalme";2012;2012-10-30
