"";"elokuva";"tukisumma";"tukityyppi";"lajityyppi";"hakija";"esittelija";"tukivuosi";"tukipvm"
"2268";"VIIDAKKO (nuorisoraha)";6000;"Kehittämistuki";"Lyhyt elokuva";"For Real Productions FRP Oy";"Joona Louhivuori";2010;2010-10-27
"2269";"PORT DE BRAS - YKSI TIE PARIISIIN";15000;"Kehittämistuki";"Lyhyt elokuva";"Elokuvaosuuskunta Siperia";"Joona Louhivuori";2010;2010-10-27
"2270";"TANGO ARGENTINO (nuorisoraha)";20000;"Kehittämistuki";"Lyhyt elokuva";"Blind Spot Pictures Oy";"Joona Louhivuori";2010;2010-10-27
"2271";"DRAW";15000;"Kehittämistuki";"Lyhyt elokuva";"4th Wall Productions Ky";"Miia Haavisto";2010;2010-06-14
"2272";"LYDIA";60000;"Kehittämistuki";"Lyhyt elokuva";"Helsinki-filmi Oy";"Jukka Asikainen";2010;2010-04-27
"2273";"LIPUNPOLTTAJAT (Novellielokuva)";10000;"Kehittämistuki";"Lyhyt elokuva";"Oy Bufo Ab";"Miia Haavisto";2009;2009-09-24
"2274";"VIIVI VIIMA";10000;"Kehittämistuki";"Lyhyt elokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2009;2009-03-17
"2275";"Bussimatka";4000;"Kehittämistuki";"Lyhyt animaatioelokuva";"Elokuvaosuuskunta Siperia";"Joona Louhivuori";2015;2015-02-05
"2276";"Mixteip";9000;"Kehittämistuki";"Lyhyt animaatioelokuva";"Osuuskunta Korpipaja";"Joona Louhivuori";2015;2015-02-05
"2277";"MARIAN ILMESTYS - ANNUNCIATION";12500;"Kehittämistuki";"Dokumenttielokuva";"Kristallisilmä Oy";"Miia Haavisto";2010;2010-03-02
"2278";"Ajatuksia rakkaudesta";10000;"Kehittämistuki";"Lyhyt elokuva";"Elokuvatuotantoyhtiö Made Oy";"Joona Louhivuori";2015;2015-04-02
"2279";"Neliapila";19500;"Kehittämistuki";"Lyhyt elokuva";"Silva Mysterium Oy";"Joona Louhivuori";2015;2015-02-05
"2280";"Tappajan näköinen mies 2";30000;"Kehittämistuki";"TV-sarja";"Zodiak Finland Oy";"Joona Louhivuori";2013;2013-12-09
"2281";"Mustat Lesket";40000;"Kehittämistuki";"TV-sarja";"Moskito Television Oy";"Joona Louhivuori";2013;2013-04-24
"2282";"Portinvartijat";40000;"Kehittämistuki";"TV-sarja";"DON FILMS Oy";"Joona Louhivuori";2013;2013-12-09
"2283";"Isän Poika";18000;"Kehittämistuki";"TV-sarja";"Muste ja Valo Oy";"Joona Louhivuori";2013;2013-12-09
"2284";"REPLACEMENT";25000;"Kehittämistuki";"TV-sarja";"Fisher King Oy";"Joona Louhivuori";2013;2013-10-23
"2285";"HAASKA";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Jukka Asikainen";2009;2009-06-26
"2286";"TÄRKEITÄ PAPEREITA (nuorisoraha)";11500;"Kehittämistuki";"Lyhyt animaatioelokuva";"Indie Films Oy";"Joona Louhivuori";2010;2010-10-27
"2287";"Rajatapauksia";10000;"Kehittämistuki";"TV-sarja";"Making Movies - Nordberg & Aho Oy";"Joona Louhivuori";2013;2013-05-29
"2288";"ROUVA SANCHEZ (tv-sarja)";25000;"Kehittämistuki";"TV-sarja";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2010;2010-12-08
"2289";"PIZZA DESPERATA";20000;"Kehittämistuki";"TV-sarja";"Edith Film Oy";"Jukka Asikainen";2010;2010-10-27
"2290";"PIZZA DESPERATA (tv-sarja)";11000;"Kehittämistuki";"TV-sarja";"Edith Film Oy";"Jukka Asikainen";2010;2010-06-15
"2291";"NYMFIT (tv-sarja)";10000;"Kehittämistuki";"TV-sarja";"Fisher King Production Oy";"Jukka Asikainen";2010;2010-05-04
"2292";"TÄHÄNKÖ ON TULTU (tv-sarja, 3x50) (elvytys)";20000;"Kehittämistuki";"TV-sarja";"Blind Spot Pictures Oy";"Jukka Asikainen";2009;2009-04-28
"2293";"SIINÄ NÄKIJÄ MISSÄ TEKIJÄ (3x50 sarja)";10000;"Kehittämistuki";"TV-sarja";"Elokuvaosuuskunta Camera Cagliostro";"Jukka Asikainen";2009;2009-02-24
"2294";"MÖKKI (tv-sarja 3x50 min.)";20000;"Kehittämistuki";"TV-sarja";"Dionysos Films Oy";"Jukka Asikainen";2009;2009-02-13
"2295";"Högbonden";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Långfilm Productions Finland Oy";"Kaisu Isto";2011;2011-02-08
"2296";"SARVIKRUUNU";30000;"Kehittämistuki";"Pitkä animaatioelokuva";"Edith Film Oy";"Jukka Asikainen";2008;2008-12-22
"2297";"KUNINGAS NALIN TARINA";90000;"Kehittämistuki";"Pitkä animaatioelokuva";"Osmo Production Oy";"Kaisu Isto";2008;2008-06-17
"2298";"The Gnome";60000;"Kehittämistuki";"Pitkä animaatioelokuva";"Gnome Entertainment Oy";"Hannu Tuomainen";2015;2015-04-02
"2299";"Hugo - The World's Worst Comeback";25000;"Kehittämistuki";"Pitkä animaatioelokuva";"Anima Vitae Oy";"Marjo Valve";2015;2015-04-02
"2300";"2 1/2 ruumista";8911;"Kehittämistuki";"Pitkä animaatioelokuva";"Indie Films Oy";"Jukka Asikainen";2015;2015-02-23
"2301";"Hugo - The World's Worst Comeback";25000;"Kehittämistuki";"Pitkä animaatioelokuva";"Anima Vitae Oy";"Marjo Valve";2014;2014-09-17
"2302";"Päästäisen Tarina";14000;"Kehittämistuki";"Pitkä animaatioelokuva";"Seventh Wave Oy";"Marjo Valve";2014;2014-09-17
"2303";"Jaska";30000;"Kehittämistuki";"Pitkä animaatioelokuva";"UNDO Oy";"Hannu Tuomainen";2014;2014-06-04
"2304";"Mestari ja Margarita";5000;"Kehittämistuki";"Pitkä animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Marjo Valve";2014;2014-04-02
"2305";"Hugo - The World's Worst Comeback";50000;"Kehittämistuki";"Pitkä animaatioelokuva";"Anima Vitae Oy";"Marjo Valve";2014;2014-02-04
"2306";"The Gnome";25000;"Kehittämistuki";"Pitkä animaatioelokuva";"Gnome Entertainment Oy";"Hannu Tuomainen";2013;2013-10-23
"2307";"EGGSTREME";20000;"Kehittämistuki";"Pitkä animaatioelokuva";"PRFCT ENTERTAINMENT OY";"Marjo Valve";2013;2013-10-23
"2308";"Jaska";20000;"Kehittämistuki";"Pitkä animaatioelokuva";"UNDO Oy";"Hannu Tuomainen";2013;2013-02-05
"2309";"MESTARI JA MARGARITA";20000;"Kehittämistuki";"Pitkä animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Marjo Valve";2013;2013-02-05
"2310";"ROBONAUTS";19000;"Kehittämistuki";"Pitkä animaatioelokuva";"Anima Vitae Oy";"Jukka Asikainen";2012;2012-09-19
"2311";"JULIA & PAL";25000;"Kehittämistuki";"Pitkä animaatioelokuva";"Anima Vitae Oy";"Jukka Asikainen";2012;2012-02-08
"2312";"Completely Moominminded";80000;"Kehittämistuki";"Pitkä animaatioelokuva";"Handle Productions Oy";"Kaisu Isto";2012;2012-02-08
"2313";"Completely Moominminded";20000;"Kehittämistuki";"Pitkä animaatioelokuva";"Handle Productions Oy";"Kaisu Isto";2011;2011-10-27
"2314";"Angry Birds- The Movie";50000;"Kehittämistuki";"Pitkä animaatioelokuva";"Rovio Entertainment Oy";"Kaisu Isto";2011;2011-04-27
"2315";"The Sampo";10000;"Kehittämistuki";"Pitkä animaatioelokuva";"NDFC Helsinki Oy";"Kaisu Isto";2011;2011-03-18
"2316";"HELLÄ HYLJE";20000;"Kehittämistuki";"Pitkä animaatioelokuva";"Ritz, Ratz and Roll Oy";"Joona Louhivuori";2010;2010-12-08
"2317";"THE SAMPO";25000;"Kehittämistuki";"Pitkä animaatioelokuva";"NDFC Helsinki Oy";"Kaisu Isto";2010;2010-10-27
"2318";"TIRLITTAN";20000;"Kehittämistuki";"Pitkä animaatioelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2010;2010-10-11
"2319";"KUORI";55000;"Kehittämistuki";"Pitkä animaatioelokuva";"Elokuvaosuuskunta Camera Cagliostro";"Jukka Asikainen";2010;2010-05-28
"2320";"TIRLITTAN";20000;"Kehittämistuki";"Pitkä animaatioelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2010;2010-05-12
"2321";"MUUMI JA PUNAINEN PYRSTÖTÄHTI";30000;"Kehittämistuki";"Pitkä animaatioelokuva";"Oy Filmkompaniet Alpha Ab";"Jukka Asikainen";2009;2009-12-22
"2322";"Dog'Y Dog - The Bone Story";30000;"Kehittämistuki";"Pitkä animaatioelokuva";"Leningrad Cowboys Ltd Oy";"Marjo Valve";2014;2014-06-04
"2323";"NIKO 2 (työnimi)";50000;"Kehittämistuki";"Pitkä animaatioelokuva";"Animaker Oy";"Kaisu Isto";2010;2010-05-31
"2324";"MUUMIEN MAAILMA - VAARALLINEN JUHANNUS";2800;"Kehittämistuki";"Pitkä animaatioelokuva";"Oy Filmkompaniet Alpha Ab";"Olli Soinio";2008;2008-01-17
"2325";"Ella & Aleksi 2";20000;"Kehittämistuki";"Animaatiosarja";"Bronson Club Oy";"Joona Louhivuori";2011;2011-10-26
"2326";"Matkalla";12500;"Kehittämistuki";"Dokumenttielokuva";"First Floor Productions Oy";"Elina Kivihalme";2015;2015-11-19
"2327";"Tuntematon pakolainen (työnimi)";26500;"Kehittämistuki";"Dokumenttielokuva";"ITV Studios Finland Oy";"Elina Kivihalme";2015;2015-11-19
"2328";"Hukkuneet unelmat";28500;"Kehittämistuki";"Dokumenttielokuva";"Tuffi Films Oy";"Elina Kivihalme";2015;2015-11-19
"2329";"Walk in the park";6000;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2015;2015-06-04
"2330";"Musiikki (työnimi)";15000;"Kehittämistuki";"Dokumenttielokuva";"Avanton Productions Oy";"Elina Kivihalme";2015;2015-04-02
"2331";"Sodan murtamat miehet";8000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2015;2015-04-02
"2332";"Kuutyttö";15000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2015;2015-04-02
"2333";"Suomenlahti";39000;"Kehittämistuki";"Dokumenttielokuva";"Katharsis Films Oy";"Elina Kivihalme";2015;2015-04-02
"2334";"Koillisväylä";6000;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2015;2015-04-02
"2335";"Zombiehäät ja muita tarinoita";8000;"Kehittämistuki";"Dokumenttielokuva";"Sydänfilmi Oy";"Elina Kivihalme";2015;2015-04-02
"2336";"Kepparit";19000;"Kehittämistuki";"Dokumenttielokuva";"Tuffi Films Oy";"Elina Kivihalme";2015;2015-04-02
"2337";"Valkoinen raivo";45000;"Kehittämistuki";"Dokumenttielokuva";"Art Films production AFP Oy";"Elina Kivihalme";2015;2015-02-05
"2338";"Burman ryöstö";40000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2015;2015-02-05
"2339";"Matkalla";20000;"Kehittämistuki";"Dokumenttielokuva";"First Floor Productions Oy";"Elina Kivihalme";2015;2015-02-05
"2340";"Ristin tie";10000;"Kehittämistuki";"Dokumenttielokuva";"Funfar Films Oy";"Elina Kivihalme";2015;2015-02-05
"2341";"Lost Boys";20000;"Kehittämistuki";"Dokumenttielokuva";"Helsinki-filmi Oy";"Elina Kivihalme";2015;2015-02-05
"2342";"Erään matkapuhelimen tarina";36000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2015;2015-02-05
"2343";"Kansankylpylä";25000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2015;2015-02-05
"2344";"The Green Mine";20000;"Kehittämistuki";"Dokumenttielokuva";"Luxian productions Oy";"Elina Kivihalme";2015;2015-02-05
"2345";"Isäni tähtien takaa";34000;"Kehittämistuki";"Dokumenttielokuva";"Pohjola-filmi Oy";"Elina Kivihalme";2015;2015-02-05
"2346";"Paha poliisi";30000;"Kehittämistuki";"Dokumenttielokuva";"Zone2 Pictures Oy";"Elina Kivihalme";2015;2015-02-05
"2347";"Boys Who Like Girls";20000;"Kehittämistuki";"Dokumenttielokuva";"napafilms oy";"Elina Kivihalme";2015;2015-02-05
"2348";"Grey Violet";13000;"Kehittämistuki";"Dokumenttielokuva";"napafilms oy";"Elina Kivihalme";2015;2015-02-05
"2349";"Grey Violet";8000;"Kehittämistuki";"Dokumenttielokuva";"napafilms oy";"Elina Kivihalme";2014;2014-09-18
"2350";"Puhtaus ja vaara (työnimi)";15000;"Kehittämistuki";"Dokumenttielokuva";"Elokuvayhtiö Oy Aamu Ab";"Elina Kivihalme";2014;2014-06-04
"2351";"Multa vietiin hammasharja";20000;"Kehittämistuki";"Dokumenttielokuva";"Mouka Filmi Oy";"Elina Kivihalme";2014;2014-06-04
"2352";"Jääsydämet";10000;"Kehittämistuki";"Dokumenttielokuva";"Petfilms Oy";"Elina Kivihalme";2014;2014-06-04
"2353";"Haudankaivaja";8000;"Kehittämistuki";"Dokumenttielokuva";"napafilms oy";"Elina Kivihalme";2014;2014-06-04
"2354";"Valkoinen raivo";20000;"Kehittämistuki";"Dokumenttielokuva";"Art Films production AFP Oy";"Elina Kivihalme";2014;2014-04-02
"2355";"Parasta mitä meille voi tapahtua";25000;"Kehittämistuki";"Dokumenttielokuva";"Intergalactik Oy";"Elina Kivihalme";2014;2014-04-02
"2356";"Luodin hinta";15000;"Kehittämistuki";"Dokumenttielokuva";"Moimedia Oy";"Elina Kivihalme";2014;2014-04-02
"2357";"Diving into the unknown";25000;"Kehittämistuki";"Dokumenttielokuva";"Monami-Agency Oy";"Elina Kivihalme";2014;2014-04-02
"2358";"Kointähti";25000;"Kehittämistuki";"Dokumenttielokuva";"Brutal de Lux Oy";"Elina Kivihalme";2014;2014-02-04
"2359";"Kasvun vuodet";40000;"Kehittämistuki";"Dokumenttielokuva";"DocArt Ky";"Elina Kivihalme";2014;2014-02-04
"2360";"Sielunmetsä";35000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2014;2014-02-04
"2361";"Ompelijatar";40000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2014;2014-02-04
"2362";"Tunteiden temppelit";10000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2014;2014-02-04
"2363";"Anteeksiantamaton";20000;"Kehittämistuki";"Dokumenttielokuva";"Kinocompany Finland Oy";"Elina Kivihalme";2014;2014-02-04
"2364";"Sotasankarit";35000;"Kehittämistuki";"Dokumenttielokuva";"Kinocompany Finland Oy";"Elina Kivihalme";2014;2014-02-04
"2365";"Kanarialinnut";25000;"Kehittämistuki";"Dokumenttielokuva";"Kinokokko Ky";"Elina Kivihalme";2014;2014-02-04
"2366";"The Green Mine";35000;"Kehittämistuki";"Dokumenttielokuva";"Luxian productions Oy";"Elina Kivihalme";2014;2014-02-04
"2367";"Yläkerran Tuula";10000;"Kehittämistuki";"Dokumenttielokuva";"Mouka Filmi Oy";"Elina Kivihalme";2014;2014-02-04
"2368";"Silta Yli Sukupolvien";20000;"Kehittämistuki";"Dokumenttielokuva";"NBB Navy Blue Bird Oy";"Elina Kivihalme";2014;2014-02-04
"2369";"Kuun metsän Kaisa";25000;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2014;2014-02-04
"2370";"Timid Voice";30000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2013;2013-12-09
"2371";"Järven tarina";50000;"Kehittämistuki";"Dokumenttielokuva";"MRP Matila Röhr Productions Oy";"Elina Kivihalme";2013;2013-12-09
"2372";"Diving into the unknown";30000;"Kehittämistuki";"Dokumenttielokuva";"Ahlgren Harjula Konttinen Oy";"Elina Kivihalme";2013;2013-05-29
"2373";"Uneton kaupunki";14000;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2013;2013-05-29
"2374";"Naisten Afganistan (työnimi)";10000;"Kehittämistuki";"Dokumenttielokuva";"Osuuskunta Icebreaker Productions";"Elina Kivihalme";2013;2013-05-29
"2375";"JÄTE";16000;"Kehittämistuki";"Dokumenttielokuva";"Visiokolmio Oy";"Elina Kivihalme";2013;2013-05-29
"2376";"Kasvun vuodet";20000;"Kehittämistuki";"Dokumenttielokuva";"DocArt Ky";"Elina Kivihalme";2013;2013-04-24
"2377";"Sotasankari";45000;"Kehittämistuki";"Dokumenttielokuva";"Kinocompany Finland Oy";"Elina Kivihalme";2013;2013-04-24
"2378";"Kanarialinnut";15000;"Kehittämistuki";"Dokumenttielokuva";"Kinokokko Ky";"Elina Kivihalme";2013;2013-04-24
"2379";"Little Yellow Boots";40000;"Kehittämistuki";"Dokumenttielokuva";"Oy Millennium Film Ltd";"Elina Kivihalme";2013;2013-03-20
"2380";"TUNTEIDEN TEMPPELIT";19000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2013;2013-03-20
"2381";"Toinen Maailma";19000;"Kehittämistuki";"Dokumenttielokuva";"Avanton Productions Oy";"Elina Kivihalme";2013;2013-03-20
"2382";"Sielunmetsä";30000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2013;2013-03-20
"2383";"Ice Queens (ent. ACS)";25000;"Kehittämistuki";"Dokumenttielokuva";"napafilms oy";"Elina Kivihalme";2013;2013-03-20
"2384";"För att alltid komma hem. Någonstans.";25000;"Kehittämistuki";"Dokumenttielokuva";"Fisher King Production Oy";"Elina Kivihalme";2013;2013-02-05
"2385";"Revolutions Online";45000;"Kehittämistuki";"Dokumenttielokuva";"Helsinki-filmi Oy";"Elina Kivihalme";2013;2013-02-05
"2386";"Politiikka";22000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2013;2013-02-05
"2387";"Näin tulet onnelliseksi";25000;"Kehittämistuki";"Dokumenttielokuva";"Pohjola-filmi Oy";"Elina Kivihalme";2013;2013-02-05
"2388";"FINNISH FLASH - Dokumenttielokuva Teemu Selänteestä";50000;"Kehittämistuki";"Dokumenttielokuva";"Yellow Film & TV Oy";"Elina Kivihalme";2013;2013-02-05
"2389";"PRIOR TO FAREWELL";40000;"Kehittämistuki";"Dokumenttielokuva";"Guerilla Films Oy";"Elina Kivihalme";2012;2012-12-20
"2390";"Ekokaupungin synty";32000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2012;2012-09-19
"2391";"Hurt";11879;"Kehittämistuki";"Dokumenttielokuva";"Making Movies - Nordberg & Aho Oy";"Elina Kivihalme";2012;2012-09-03
"2392";"Bensonhurst, Brooklyn";30000;"Kehittämistuki";"Dokumenttielokuva";"Moshfish Helsinki Oy";"Elina Kivihalme";2012;2012-05-30
"2393";"Kuun metsän Kaisa (saamelaisraha)";15000;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2012;2012-05-30
"2394";"Nye Norge (saamelaisraha)";15000;"Kehittämistuki";"Dokumenttielokuva";"Saamifilmi Oy";"Elina Kivihalme";2012;2012-05-30
"2395";"WHO WILL BE A GURKHA? (kv-yhteistuotanto)";10000;"Kehittämistuki";"Dokumenttielokuva";"IV Films Oy";"Elina Kivihalme";2012;2012-04-25
"2396";"Enkeli-ihmisiä";24000;"Kehittämistuki";"Dokumenttielokuva";"Klaffi Tuotannot Oy";"Elina Kivihalme";2012;2012-04-25
"2397";"Another Life";30000;"Kehittämistuki";"Dokumenttielokuva";"Koskela Art & Media House Ky";"Elina Kivihalme";2012;2012-03-21
"2398";"Kainuun kongolaiset";25000;"Kehittämistuki";"Dokumenttielokuva";"Zone2 Pictures Oy";"Elina Kivihalme";2012;2012-03-21
"2399";"Yellow Hair";32000;"Kehittämistuki";"Dokumenttielokuva";"4KRS films";"Elina Kivihalme";2012;2012-03-21
"2400";"Näin unta elämästä";60000;"Kehittämistuki";"Dokumenttielokuva";"Mouka Filmi Oy";"Elina Kivihalme";2012;2012-03-21
"2401";"Mesenaatti";12000;"Kehittämistuki";"Dokumenttielokuva";"Of Course My Films";"Elina Kivihalme";2012;2012-03-21
"2402";"DREAMS OF A BETTER LIFE";25000;"Kehittämistuki";"Dokumenttielokuva";"Hakalax Productions Oy";"Elina Kivihalme";2012;2012-03-21
"2403";"EDEN";22000;"Kehittämistuki";"Dokumenttielokuva";"Elokuvatuotantoyhtiö Made Oy";"Elina Kivihalme";2012;2012-02-08
"2404";"Hätäpuhelu";35000;"Kehittämistuki";"Dokumenttielokuva";"First Floor Productions Oy";"Elina Kivihalme";2012;2012-02-08
"2405";"Revolutions Online";15000;"Kehittämistuki";"Dokumenttielokuva";"Helsinki-filmi Oy";"Elina Kivihalme";2012;2012-02-08
"2406";"Lordi (ent. Kansallissankari)";50000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2012;2012-02-08
"2407";"Love & Engineering";60000;"Kehittämistuki";"Dokumenttielokuva";"Making Movies - Nordberg & Aho Oy";"Elina Kivihalme";2012;2012-02-08
"2408";"Mother's Wish";25000;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2012;2012-02-08
"2409";"Love Will Carry Us";13500;"Kehittämistuki";"Dokumenttielokuva";"Tuffi Films Oy";"Elina Kivihalme";2012;2012-02-08
"2410";"Graffitisota";15000;"Kehittämistuki";"Dokumenttielokuva";"Bronson Club Oy";"Elina Kivihalme";2011;2011-12-07
"2411";"Ekokaupungin synty";26000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Elina Kivihalme";2011;2011-12-07
"2412";"Tavarataivas";36800;"Kehittämistuki";"Dokumenttielokuva";"Tuotantoyhtiö Eläväkuva Oy";"Elina Kivihalme";2011;2011-12-07
"2413";"THE DESERT";9627;"Kehittämistuki";"Dokumenttielokuva";"Mouka Filmi Oy";"Miia Haavisto";2011;2011-10-27
"2414";"Girl and the moon";10000;"Kehittämistuki";"Dokumenttielokuva";"Guerilla Films Oy";"Elina Kivihalme";2011;2011-10-26
"2415";"Woman on Hold";35000;"Kehittämistuki";"Dokumenttielokuva";"Helmi Films Oy";"Elina Kivihalme";2011;2011-10-26
"2416";"The Visit (kv-yhteistuotanto)";15000;"Kehittämistuki";"Dokumenttielokuva";"Mouka Filmi Oy";"Elina Kivihalme";2011;2011-10-26
"2417";"Tuulensieppaajat";22000;"Kehittämistuki";"Dokumenttielokuva";"Helsinki-filmi Oy";"Elina Kivihalme";2011;2011-09-14
"2418";"Dreams of a Better Life";10000;"Kehittämistuki";"Dokumenttielokuva";"Hakalax Productions Oy";"Elina Kivihalme";2011;2011-09-13
"2419";"SALATTUA DIPLOMATIAA (työnimi)";15000;"Kehittämistuki";"Dokumenttielokuva";"24h Enterprises Oy";"Elina Kivihalme";2011;2011-09-13
"2420";"KAKSI LAULAJAA";29471;"Kehittämistuki";"Dokumenttielokuva";"Tuffi Films Oy";"Elina Kivihalme";2011;2011-06-07
"2421";"Before - After";9000;"Kehittämistuki";"Dokumenttielokuva";"Meguru Production/ Meguru Film Sound Oy";"Elina Kivihalme";2011;2011-06-01
"2422";"Tavarataivas";18000;"Kehittämistuki";"Dokumenttielokuva";"Tuotantoyhtiö Eläväkuva Oy";"Elina Kivihalme";2011;2011-06-01
"2423";"Hätäpuhelu";15000;"Kehittämistuki";"Dokumenttielokuva";"4th Wall Productions Ky";"Elina Kivihalme";2011;2011-06-01
"2424";"Pyhä ja paha";18000;"Kehittämistuki";"Dokumenttielokuva";"KINOVID PRODUCTIONS Ky";"Elina Kivihalme";2011;2011-04-27
"2425";"Hukkamies";10000;"Kehittämistuki";"Dokumenttielokuva";"Oktober Oy";"Elina Kivihalme";2011;2011-04-27
"2426";"Kummisetä";28000;"Kehittämistuki";"Dokumenttielokuva";"Pohjola-filmi Oy";"Elina Kivihalme";2011;2011-04-27
"2427";"Alcan Highway";40000;"Kehittämistuki";"Dokumenttielokuva";"Elokuvatuotantoyhtiö Made Oy";"Elina Kivihalme";2011;2011-03-18
"2428";"Hilton!";25000;"Kehittämistuki";"Dokumenttielokuva";"Filmimaa Oy";"Elina Kivihalme";2011;2011-03-18
"2429";"PÄÄSTÄINEN JA MUITA JUOPPOJA";14000;"Kehittämistuki";"Dokumenttielokuva";"For Real Productions FRP Oy";"Elina Kivihalme";2011;2011-03-18
"2430";"BABYFACE";25100;"Kehittämistuki";"Dokumenttielokuva";"Emerald Gate Industries Oy";"Elina Kivihalme";2011;2011-02-08
"2431";"KAPUTT - A MAN WITH A MISSION";40500;"Kehittämistuki";"Dokumenttielokuva";"First Floor Productions Oy";"Elina Kivihalme";2011;2011-02-08
"2432";"Taistelu Näsilinnasta 1918";25000;"Kehittämistuki";"Dokumenttielokuva";"Kinoproduction Oy";"Elina Kivihalme";2011;2011-02-08
"2433";"LOVE & ENGINEERING";30000;"Kehittämistuki";"Dokumenttielokuva";"Making Movies - Nordberg & Aho Oy";"Elina Kivihalme";2011;2011-02-08
"2434";"ALKEMIAN KIVI";25000;"Kehittämistuki";"Dokumenttielokuva";"Oy Bufo Ab";"Elina Kivihalme";2011;2011-02-08
"2435";"Olga (kv-yhteistuotanto)";7000;"Kehittämistuki";"Dokumenttielokuva";"Saamifilmi Oy";"Elina Kivihalme";2011;2011-02-08
"2436";"Koti kalliossa";10000;"Kehittämistuki";"Dokumenttielokuva";"Zone2 Pictures Oy";"Elina Kivihalme";2011;2011-02-08
"2437";"Eden";18000;"Kehittämistuki";"Dokumenttielokuva";"Elokuvatuotantoyhtiö Made Oy";"Miia Haavisto";2010;2010-12-08
"2438";"LETHAL DEPTHS";13000;"Kehittämistuki";"Dokumenttielokuva";"Hakalax Productions Oy";"Miia Haavisto";2010;2010-12-08
"2439";"JARI LITMANEN (työnimi)";12000;"Kehittämistuki";"Dokumenttielokuva";"Marianna Films Oy";"Miia Haavisto";2010;2010-12-08
"2440";"MR. BIG O";16000;"Kehittämistuki";"Dokumenttielokuva";"First Floor Productions Oy";"Miia Haavisto";2010;2010-10-27
"2441";"YLI LOHIKÄÄRMEEN PORTIN";19000;"Kehittämistuki";"Dokumenttielokuva";"NBB Navy Blue Bird Oy";"Miia Haavisto";2010;2010-10-27
"2442";"ICE AGE AND THE AMERICAN APARTHEID";24000;"Kehittämistuki";"Dokumenttielokuva";"Illume Oy";"Miia Haavisto";2010;2010-10-13
"2443";"NÄIN UNTA ELÄMÄSTÄ";20000;"Kehittämistuki";"Dokumenttielokuva";"Mouka Filmi Oy";"Miia Haavisto";2010;2010-10-07
"2444";"AMERICAN VAGABOND";17000;"Kehittämistuki";"Dokumenttielokuva";"For Real Productions FRP Oy";"Miia Haavisto";2010;2010-06-01
