"";"elokuva";"katsojat";"vuosi";"levittaja";"enskari";"orignimi";"maa"
"1802";"Painajainen perheessä";88678;"2005";"The Walt Disney Company Nordic";2005-02-18;"Meet The Fockers";"USA"
"1803";"Sideways";74862;"2005";"FS Film Oy";2005-02-18;"Sideways";"USA"
"1804";"Garden State";2502;"2005";"The Walt Disney Company Nordic";2005-02-11;"Garden State";"USA"
"1805";"Lentävien tikarien talo";15459;"2005";"Sandrew Metronome Dist.";2005-02-11;"Shi mian mai fu";"HONG KONG"
"1806";"Onnen varjot";80049;"2005";"Nordisk Film Theatrical Distribution Oy";2005-02-11;"Onnen varjot";"SUOMI"
"1807";"The Machinist";5025;"2005";"Scanbox Finland Oy";2005-02-11;"El Maquinista";"ESPANJA"
"1808";"Blade: Trinity";17035;"2005";"FS Film Oy";2005-02-04;"Blade: Trinity";"USA"
"1809";"Closer - Iholla";44151;"2005";"Nordisk Film Theatrical Distribution Oy";2005-02-04;"Closer";"USA"
"1810";"Kanelia ja lihapullia";4063;"2005";"Kamras Film Group";2005-02-04;"Politiki kouzina";"KREIKKA"
"1811";"Lemony Snicketin surkeiden sattumusten sarja";52047;"2005";"The Walt Disney Company Nordic";2005-02-04;"Lemony Snicket's A Series of Unfortunate Events";"USA"
"1812";"Vera Drake";7578;"2005";"Cinema Mondo Oy";2005-02-04;"Vera Drake";"ENGLANTI"
"1813";"Herra Ibrahim ja koraanin kukkaset";8878;"2005";"Cinema Mondo Oy";2005-01-28;"Monsieur Ibrahim et les fleurs du Coran";"RANSKA"
"1814";"Kuuban valloittajat";1544;"2005";"FS Film Oy";2005-01-28;"Kuuban valloittajat";"SUOMI"
"1815";"Lentäjä";81405;"2005";"Nordisk Film Theatrical Distribution Oy";2005-01-28;"Aviator";"USA"
"1816";"Perikato";70517;"2005";"Sandrew Metronome Dist.";2005-01-28;"Der Untergang";"SAKSA"
"1817";"Saanko luvan";27422;"2005";"The Walt Disney Company Nordic";2005-01-28;"Shall We Dance";"USA"
"1818";"Team America World Police";5051;"2005";"The Walt Disney Company Nordic";2005-01-28;"Team America World Police";"USA"
"1819";"Ruista ranteessa";76;"2005";"FS Film Oy";2005-01-26;"Armbryterskan från Ensamheten";"RUOTSI"
"1820";"Asema 49";3798;"2005";"The Walt Disney Company Nordic";2005-01-21;"Ladder 49";"USA"
"1821";"Ennen routaa";11009;"2005";"FS Film Oy";2005-01-21;"Innan frosten";"RUOTSI"
"1822";"Kahvia ja tupakkaa";5749;"2005";"Cinema Mondo Oy";2005-01-21;"Coffee and Cigarettes";"USA"
"1823";"Meren sininen";7941;"2005";"Bio Rex Cinemas";2005-01-21;"Deep Blue";"ENGLANTI"
"1824";"Pitkät kihlajaiset";39573;"2005";"Sandrew Metronome Dist.";2005-01-21;"Un Long Dimanche de Fiancailles";"RANSKA"
"1825";"Ray";10550;"2005";"Finnkino / United International Pictures";2005-01-21;"Ray";"USA"
"1826";"Emma ja Daniel - Kohtaaminen";1992;"2005";"Kinoscreen Illusion";2005-01-14;"Emma Och Daniel - Mötet";"RUOTSI"
"1827";"Paha maa";172016;"2005";"The Walt Disney Company Nordic";2005-01-14;"Paha maa";"SUOMI"
"1828";"After the Sunset - keikka Bahamalla";23055;"2005";"FS Film Oy";2005-01-07;"After the Sunset";"USA"
"1829";"Alfie";10185;"2005";"The Walt Disney Company Nordic";2005-01-07;"Alfie";"USA"
"1830";"Kauna";80710;"2005";"Nordisk Film Theatrical Distribution Oy";2005-01-07;"The Grudge";"USA"
"1831";"Tarina itkevästä kamelista";2635;"2005";"Kamras Film Group";2005-01-07;"Die Geschichte vom weinenden Kamel";"SAKSA"
"1832";"Birth";1559;"2004";"FS Film Oy";2004-12-31;"Birth";"USA"
"1833";"National Treasure - Kansallisaarre";110546;"2004";"The Walt Disney Company Nordic";2004-12-31;"National Treasure";"USA"
"1834";"Andrew Lloyd Webberin Oopperan kummitus";48269;"2004";"Sandrew Metronome Dist.";2004-12-25;"PHANTOM OF THE OPERA";"USA"
"1835";"Keisarikunta";117693;"2004";"FS Film Oy";2004-12-25;"Harbour Brothers";"SUOMI"
"1836";"Napola - Hitlerin eliittikoulu";1805;"2004";"Kamras Film Group";2004-12-25;"Napola";"SAKSA"
"1837";"Prinsessa päiväkirjat 2";22032;"2004";"The Walt Disney Company Nordic";2004-12-25;"Princess Diaries: The Royal Engagement";"USA"
"1838";"OCEAN´S TWELVE";154834;"2004";"Sandrew Metronome Dist.";2004-12-17;"OCEAN´S TWELVE";"USA"
"1839";"Pelikaanimies";103899;"2004";"The Walt Disney Company Nordic";2004-12-17;"Pelikaanimies";"SUOMI"
"1840";"Saw";15672;"2004";"Scanbox / Finnkino";2004-12-17;"Saw";"USA"
"1841";"Furi ja maaginen metsä";1119;"2004";"Future Film";2004-12-10;"El Bosque animado";"ESPANJA"
"1842";"Hain tarina";84762;"2004";"The Walt Disney Company Nordic";2004-12-10;"Shark Tale";"USA"
"1843";"Old Boy";2317;"2004";"Future Film";2004-12-10;"Old Boy";"KOREA"
"1844";"Saved";1546;"2004";"Finnkino Oy";2004-12-10;"Saved";"USA"
"1845";"Unohdetut";12191;"2004";"FS Film Oy";2004-12-10;"The Forgotten";"USA"
"1846";"Aika rakkauden";2470;"2004";"Scanbox / Finnkino";2004-12-03;"NOEL";"USA"
"1847";"Bridget Jones: Elämä jatkuu";184604;"2004";"The Walt Disney Company Nordic";2004-12-03;"Bridget Jones: The Edge of Reason";"USA"
"1848";"Cellular";6651;"2004";"FS Film Oy";2004-12-03;"Cellular";"USA"
"1849";"Napapiirin pikajuna";44538;"2004";"Sandrew Metronome Dist.";2004-12-03;"THE POLAR EXPRESS";"USA"
"1850";"Aleksanteri";73659;"2004";"Nordisk Film Theatrical Distribution Oy";2004-11-26;"Alexander";"USA"
"1851";"Isän paluu";491;"2004";"Finnkino Oy";2004-11-26;"Vozvrashcheniye";"VENÄJÄ"
"1852";"Turpa kiinni";698;"2004";"Future Film";2004-11-26;"Tais-toi!";"RANSKA"
"1853";"2046";20168;"2004";"Cinema Mondo Oy";2004-11-26;"2046";"RANSKA-HONGKONG"
"1854";"Huomaa minut";6886;"2004";"Kamras Film Group";2004-11-19;"Comme une image";"RANSKA"
"1855";"Infernal Affairs III";251;"2004";"Cinema Mondo Oy";2004-11-19;"Wu jian dao 3";"HONG KONG-RANSKA-KIINA"
"1856";"Koston liekki";12110;"2004";"FS Film Oy";2004-11-19;"Man on Fire";"USA"
"1857";"Uutisankkuri: Ron Burgundyn legenda";1377;"2004";"The Walt Disney Company Nordic";2004-11-19;"Anchorman: The Legend of Ron Burgundy";"USA"
"1858";"Vaietut salaisuudet";161;"2004";"The Walt Disney Company Nordic";2004-11-19;"Mélyen örzött titkok";"UNKARI"
"1859";"WICKER PARK";2638;"2004";"Scanbox / Finnkino";2004-11-19;"WICKER PARK";"USA"
"1860";"Aprilin juhlat";551;"2004";"Finnkino Oy";2004-11-12;"Pieces of April";"USA"
"1861";"CATWOMAN";3552;"2004";"Sandrew Metronome Dist.";2004-11-12;"CATWOMAN";"USA"
"1862";"De-Lovely";4354;"2004";"FS Film Oy";2004-11-12;"De-Lovely";"USA"
"1863";"Ihmeperhe";164516;"2004";"The Walt Disney Company Nordic";2004-11-12;"The Incredibles";"USA"
"1864";"RIOT ON";2032;"2004";"Sandrew Metronome Dist.";2004-11-12;"RIOT ON";"SUOMI"
"1865";"Sky Captain and The World of Tomorrow";19127;"2004";"Scanbox / Finnkino";2004-11-12;"Sky Captain and The World of Tomorrow";"USA"
"1866";"White Chicks";6041;"2004";"FS Film Oy";2004-11-12;"White Chicks";"USA"
"1867";"Bad Santa";14245;"2004";"Scanbox / Finnkino";2004-11-05;"Bad Santa";"USA"
"1868";"Keittiötarinoita";2037;"2004";"FS Film Oy";2004-11-05;"Salmer fra kjøkkenet";"NORJA"
"1869";"Manaaja: Alku";14267;"2004";"Nordisk Film Theatrical Distribution Oy";2004-11-05;"Exorcist: The Beginning";"USA"
"1870";"Manchurian kandidaatti";7893;"2004";"The Walt Disney Company Nordic";2004-11-05;"Manchurian Candidate";"USA"
"1871";"8½";3924;"2004";"Cinema Mondo Oy";2004-11-05;"8½";"ITALIA"
"1872";"Alien vs. Predator";29897;"2004";"FS Film Oy";2004-10-29;"Alien vs. Predator";"USA"
"1873";"OPEN WATER";2423;"2004";"Scanbox / Finnkino";2004-10-29;"OPEN WATER";"USA"
"1874";"Wimbledon";15205;"2004";"The Walt Disney Company Nordic";2004-10-29;"Wimbledon";"ENGLANTI"
"1875";"V.O.I.T.K.A. - metsän veljet";393;"2004";"FS Film Oy";2004-10-29;"V.O.I.T.K.A. - metsän veljet";"SUOMI"
"1876";"Dodgeball: A True Underdog Story";16250;"2004";"FS Film Oy";2004-10-22;"Dodgeball: A True Underdog Story";"USA"
"1877";"Hellä suudelma";1302;"2004";"FS Film Oy";2004-10-22;"Ae Fond Kiss";"ENGLANTI"
"1878";"Infernal Affairs II";425;"2004";"Cinema Mondo Oy";2004-10-22;"Wu jian dao 2";"HONG KONG-RANSKA-KIINA"
"1879";"Kissojen valtakunta";20246;"2004";"Cinema Mondo Oy";2004-10-22;"Neko no ongaeshi";"JAPANI"
"1880";"Luther";13660;"2004";"The Walt Disney Company Nordic";2004-10-22;"Luther";"SAKSA"
"1881";"Rakkautta ennen auringonlaskua";25518;"2004";"Sandrew Metronome Dist.";2004-10-22;"BEFORE SUNSET";"USA"
"1882";"Collateral - Väärä aika väärä paikka";91097;"2004";"The Walt Disney Company Nordic";2004-10-15;"Collateral";"USA"
"1883";"Kukkia ja sidontaa";24193;"2004";"Nordisk Film Theatrical Distribution Oy";2004-10-15;"Kukkia ja sidontaa";"SUOMI"
"1884";"Lumottu Ella";1857;"2004";"Nordisk Film Theatrical Distribution Oy";2004-10-15;"Ella Enchanted";"USA"
"1885";"Melancholian 3 huonetta";7353;"2004";"Finnkino Oy";2004-10-08;"Melancholian 3 huonetta";"SUOMI"
"1886";"Populäärimusiikkia Vittulajänkältä";98693;"2004";"FS Film Oy";2004-10-08;"Populärmusik från Vittula";"RUOTSI"
"1887";"Resident Evil: Apocalypse";22999;"2004";"Nordisk Film Theatrical Distribution Oy";2004-10-08;"Resident Evil: Apocalypse";"USA"
"1888";"Tiikeriveljekset";25887;"2004";"The Walt Disney Company Nordic";2004-10-08;"Two Brothers";"USA"
"1889";"Tintti ja minä";806;"2004";"Cinema Mondo Oy";2004-10-08;"Tintin et moi";"TANSKA"
"1890";"Football Factory";1630;"2004";"Columbia Tristar Egmont";2004-10-01;"The Football Factory";"ENGLANTI"
"1891";"HIP, HEI, HUTSU!";30351;"2004";"Sandrew Metronome Dist.";2004-10-01;"HIP, HIP, HORA!";"RUOTSI"
"1892";"Medusan isku";59002;"2004";"The Walt Disney Company Nordic";2004-10-01;"Bourne Supremacy";"USA"
"1893";"Nuori Adam";3274;"2004";"Cinema Mondo Oy";2004-10-01;"Young Adam";"ENGLANTI"
"1894";"Oven takana";3125;"2004";"Nordisk Film Theatrical Distribution Oy";2004-10-01;"The Door in the Floor";"USA"
"1895";"Suoraan seinään";3432;"2004";"Future Film";2004-10-01;"Gegen die Wand";"SAKSA"
"1896";"ZATOICHI- Sokea samurai";2178;"2004";"Sandrew Metronome Dist.";2004-10-01;"ZATOICHI";"JAPANI"
"1897";"Huono kasvatus";54974;"2004";"Sandrew Metronome Dist.";2004-09-24;"LA MALA EDUCATION";"ESPANJA"
"1898";"I, Robot";49382;"2004";"FS Film Oy";2004-09-24;"I, Robot";"USA"
"1899";"Lehmäjengi";165270;"2004";"The Walt Disney Company Nordic";2004-09-24;"Home on the Range";"USA"
"1900";"Maria Full of Grace";2995;"2004";"Scanbox / Finnkino";2004-09-24;"Maria Full of Grace";"USA"
"1901";"Kuoropojat";18454;"2004";"Kamras Film Group";2004-09-17;"Les Choristes";"RANSKA"
"1902";"Lapsia ja Aikuisia - Kuinka niitä tehdään?";54934;"2004";"FS Film Oy";2004-09-17;"Producing Adults";"SUOMI"
"1903";"Terminaali";47838;"2004";"The Walt Disney Company Nordic";2004-09-17;"The Terminal";"USA"
"1904";"Intiimit tunnustukset";2443;"2004";"Cinema Mondo Oy";2004-09-10;"Confidences trop intimes";"RANSKA"
"1905";"Kylä";76436;"2004";"The Walt Disney Company Nordic";2004-09-10;"The Village";"USA"
"1906";"Sikojen vallankumous";407;"2004";"Sandrew Metronome Dist.";2004-09-10;"SIGADE REVOLUTSIOON";"VIRO"
"1907";"SUPER SIZE ME";14641;"2004";"Sandrew Metronome Dist.";2004-09-10;"SUPER SIZE ME";"USA"
"1908";"Uuno Turhapuro - This is My Life";145348;"2004";"Finnkino Oy";2004-09-10;"Uuno Turhapuro - This is my life";"SUOMI"
"1909";"Alexandran suunnitelma";326;"2004";"Future Film";2004-09-03;"Alenxandra's Project";"AUSTRALIA"
"1910";"Moottoripyöräpäiväkirja";18469;"2004";"Sandrew Metronome Dist.";2004-09-03;"MOTORCYCLE DIARIES";"ARGENTIINA"
"1911";"Shrek 2";208760;"2004";"Finnkino / United International Pictures";2004-09-03;"Shrek 2";"USA"
"1912";"Juoksuhaudantie";101728;"2004";"FS Film Oy";2004-08-27;"Juoksuhaudantie";"SUOMI"
"1913";"Katseet ikkunassa";2494;"2004";"Future Film";2004-08-27;"La Finestra di fronte";"ITALIA"
"1914";"Mean Girls";21390;"2004";"The Walt Disney Company Nordic";2004-08-27;"Mean Girls";"USA"
"1915";"Suden aika";101;"2004";"Kamras Film Group";2004-08-27;"Le Temps du loup";"RANSKA"
"1916";"Karvinen";124421;"2004";"FS Film Oy";2004-08-20;"Garfield";"USA"
"1917";"Kuningas Arthur";100023;"2004";"The Walt Disney Company Nordic";2004-08-20;"King Arthur";"USA"
"1918";"Ystäväni Henry";10650;"2004";"FS Film Oy";2004-08-20;"Ystäväni Henry";"SUOMI"
"1919";"Riddickin aikakirja";16845;"2004";"The Walt Disney Company Nordic";2004-08-13;"Chronicles of Riddick";"USA"
"1920";"Vetovoiman lait";2822;"2004";"Nordisk Film Theatrical Distribution Oy";2004-08-13;"Laws of Attraction";"USA"
"1921";"Fahrenheit 9/11";83711;"2004";"Scanbox / Finnkino";2004-08-06;"Fahrenheit 9/11";"USA"
"1922";"Himon anatomia";2250;"2004";"Cinema Mondo Oy";2004-08-06;"Anatomie de l'enfer";"RANSKA"
"1923";"HARRY POTTER JA AZKABANIN VANKI";343412;"2004";"Sandrew Metronome Dist.";2004-08-04;"Harry Potter and the Prisoner of Azkaban";"USA"
"1924";"GODSEND";2109;"2004";"Scanbox / Finnkino";2004-07-30;"GODSEND";"USA"
"1925";"Kuolleiden aamunkoitto";21354;"2004";"Nordisk Film Theatrical Distribution Oy";2004-07-30;"Dawn of The Dead";"USA"
"1926";"Kolmetoista ja risat";20191;"2004";"FS Film Oy";2004-07-23;"13 going on 30";"USA"
"1927";"Vares";201134;"2004";"The Walt Disney Company Nordic";2004-07-23;"Vares";"SUOMI"
"1928";"Kasvukipuja";2848;"2004";"The Walt Disney Company Nordic";2004-07-16;"Raising Helen";"USA"
"1929";"Ruusujen katu";1445;"2004";"Kamras Film Group";2004-07-16;"Rosenstrasse";"SAKSA"
"1930";"Stepfordin naiset";28169;"2004";"The Walt Disney Company Nordic";2004-07-16;"Stepford Wives";"USA"
"1931";"The Dreamers";2081;"2004";"Finnkino / United International Pictures";2004-07-16;"The Dreamers";"USA"
"1932";"Sabina Spielreinin tarina";3101;"2004";"Kamras Film Group";2004-07-09;"Prendimi l'anima / The Soul Keeper";"RANSKA"
"1933";"Teidän jälkeenne";7827;"2004";"Cinema Mondo Oy";2004-07-09;"Après vous";"RANSKA"
"1934";"Spiderman 2 - Hämähäkkimies";229212;"2004";"Nordisk Film Theatrical Distribution Oy";2004-07-07;"Spider-Man 2";"USA"
"1935";"Ihania päiviä";2065;"2004";"Future Film";2004-07-02;"Wonderful Days";"KOREA"
"1936";"Kehystetty rakkaus";251;"2004";"Sandrew Metronome Dist.";2004-07-02;"KOMMER DU MED MIG DÅ";"RUOTSI"
"1937";"Ladykillers";23416;"2004";"The Walt Disney Company Nordic";2004-07-02;"The Ladykillers";"USA"
"1938";"Maailman ympäri 80 päivässä";50902;"2004";"Nordisk Film Theatrical Distribution Oy";2004-06-27;"Around the World in 80 Days";"USA"
"1939";"Salainen ikkuna";12694;"2004";"Columbia Tristar Egmont";2004-06-18;"The Secret Window";"USA"
"1940";"Asuntoloukku";8032;"2004";"Columbia Tristar Egmont";2004-06-11;"Duplex";"USA"
"1941";"Hellboy";17897;"2004";"FS Film Oy";2004-06-11;"Hellboy";"USA"
"1942";"Katso, katso kultaseni";801;"2004";"Kamras Film Group";2004-06-11;"Shouf shouf habibi!";"ALANKOMAAT"
"1943";"Mindhunters";20324;"2004";"Columbia Tristar Egmont";2004-06-04;"Mindhunters";"USA"
"1944";"The Day After Tomorrow";229135;"2004";"FS Film Oy";2004-05-28;"The Day After Tomorrow";"USA"
"1945";"Honey";6706;"2004";"The Walt Disney Company Nordic";2004-05-21;"Honey";"USA"
"1946";"Kuka pelkää pimeää?";4903;"2004";"FS Film Oy";2004-05-21;"In The Cut";"USA"
"1947";"Metallica: Some Kind of Monster";4602;"2004";"Bio Rex Cinemas";2004-05-21;"Metallica: Some Kind of Monster";"USA"
"1948";"Perhosvaikutus";13108;"2004";"Scanbox / Finnkino";2004-05-21;"The Butterfly Effect";"USA"
"1949";"Tyttö tuollainen";17840;"2004";"Columbia Tristar Egmont";2004-05-21;"Jersey Girl";"USA"
"1950";"Armoton maa";3718;"2004";"Columbia Tristar Egmont";2004-05-14;"Open Range";"USA"
"1951";"Itämeren arvoitus";1331;"2004";"Scanbox / Finnkino";2004-05-14;"BALTIC STORM";"SAKSA"
"1952";"Miracle";701;"2004";"The Walt Disney Company Nordic";2004-05-14;"Miracle";"USA"
"1953";"Troija";179930;"2004";"Sandrew Metronome Dist.";2004-05-14;"TROY";"USA"
"1954";"Minä ja Prinssi";6715;"2004";"Columbia Tristar Egmont";2004-05-07;"The Prince and Me";"USA"
"1955";"Tyttö ja helmikorvakoru";39506;"2004";"FS Film Oy";2004-05-07;"Girl with a Pearl Earring";"USA"
"1956";"Van Helsing";71972;"2004";"The Walt Disney Company Nordic";2004-05-07;"Van Helsing";"USA"
"1957";"Kadoksissa";2465;"2004";"FS Film Oy";2004-04-23;"The Missing";"USA"
"1958";"Kill Bill 2";112907;"2004";"Columbia Tristar Egmont";2004-04-23;"Kill Bill 2";"USA"
"1959";"Leo";443;"2004";"The Walt Disney Company Nordic";2004-04-23;"Leo";"USA"
"1960";"Minä en pekää";1768;"2004";"FS Film Oy";2004-04-23;"Io non ho paura";"ITALIA"
"1961";"Tyttären talossa";5594;"2004";"Future Film";2004-04-23;"The Mother";"ENGLANTI"
"1962";"Hidalgo";6546;"2004";"The Walt Disney Company Nordic";2004-04-20;"Hidalgo";"USA"
"1963";"Nathalie";5894;"2004";"Cinema Mondo Oy";2004-04-16;"Nathalie";"RANSKA"
"1964";"Starsky & Hutch";46163;"2004";"The Walt Disney Company Nordic";2004-04-16;"Starsky & Hutch";"USA"
"1965";"Wonderland Murders";1440;"2004";"Columbia Tristar Egmont";2004-04-16;"Wonderland";"USA"
"1966";"Aina eka kerta";13626;"2004";"Columbia Tristar Egmont";2004-04-09;"Fifty First Dates";"USA"
"1967";"Joensuun Elli";4905;"2004";"FS Film Oy";2004-04-09;"Elli";"SUOMI"
"1968";"Levoton Sussie";1273;"2004";"Sandrew Metronome Dist.";2004-04-09;"SMALA SUSSIE";"RUOTSI"
"1969";"Marie-Jon kaksi rakastajaa";1608;"2004";"Kamras Film Group";2004-04-09;"Marie-Jo et ses 2 amours";"RANSKA"
"1970";"Runaway Jury";18094;"2004";"FS Film Oy";2004-04-09;"Runaway Jury";"USA"
"1971";"School of Rock";33641;"2004";"The Walt Disney Company Nordic";2004-04-09;"School of Rock";"USA"
"1972";"SCOOBY DOO 2: Monsterit vapaalla";48865;"2004";"Sandrew Metronome Dist.";2004-04-09;"SCOOBY DOO 2: Monsters Unleashed";"USA"
"1973";"Aika ei anna armoa";2236;"2004";"Sandrew Metronome Dist.";2004-04-02;"OUT OF TIME";"USA"
"1974";"Gothika";33321;"2004";"Columbia Tristar Egmont";2004-04-02;"Gothika";"USA"
"1975";"Katti";6833;"2004";"The Walt Disney Company Nordic";2004-04-02;"Cat In The Hat";"USA"
"1976";"Lilla jönssonligan på kollo";2457;"2004";"FS Film Oy";2004-04-02;"Lilla jönssonligan på kollo";"RUOTSI"
"1977";"Minkä taakseen jättää";7168;"2004";"Cinema Mondo Oy";2004-04-02;"Om jag vänder mig om";"RUOTSI"
"1978";"Sodan oppitunnit";2405;"2004";"Bio Rex Cinemas";2004-04-02;"The Fog of War";"USA"
"1979";"Villi tusina";14450;"2004";"FS Film Oy";2004-04-02;"Cheaper by the Dozen";"USA"
"1980";"Työväenluokka";1082;"2004";"FS Film Oy";2004-03-26;"Työväenluokka";"SUOMI"
"1981";"The Passion of the Christ";89749;"2004";"Scanbox / Finnkino";2004-03-24;"The Passion of the Christ";"USA"
"1982";"Stuck on You";12628;"2004";"FS Film Oy";2004-03-20;"Stuck On You";"USA"
"1983";"Big Fish";61470;"2004";"Nordisk Film Theatrical Distribution Oy";2004-03-19;"Big Fish";"USA"
"1984";"Kolmas aalto";3249;"2004";"Sandrew Metronome Dist.";2004-03-19;"DEN TREDJE VÅGEN";"RUOTSI"
"1985";"Peter Pan";41701;"2004";"FS Film Oy";2004-03-19;"Peter Pan";"USA"
"1986";"Väritetty totuus";1719;"2004";"Scanbox / Finnkino";2004-03-19;"Shattered Glass";"USA"
"1987";"Tahraton mieli";36259;"2004";"Sandrew Metronome Dist.";2004-03-13;"ETERNAL SUNSHINE OF THE SPOTTLESS MIND";"USA"
"1988";"Blueberry";11860;"2004";"Cinema Mondo Oy";2004-03-12;"Blueberry";"RANSKA"
"1989";"Intermission";5565;"2004";"Scanbox / Finnkino";2004-03-12;"Intermission";"IRLANTI"
"1990";"Monster - Aileen Wuornos";42641;"2004";"Scanbox / Finnkino";2004-03-12;"Monster";"USA"
"1991";"Polly tuli kuvioihin";29356;"2004";"The Walt Disney Company Nordic";2004-03-12;"Along Came Polly";"USA"
"1992";"Cabin Fever";5012;"2004";"Columbia Tristar Egmont";2004-03-05;"Cabin Fever";"USA"
"1993";"Etulinjan edessä";94129;"2004";"The Walt Disney Company Nordic";2004-03-05;"Framom främsta linjen";"SUOMI"
"1994";"Jotakin annettavaa";51855;"2004";"Sandrew Metronome Dist.";2004-03-05;"SOMETHING´S GOTTA GIVE";"USA"
"1995";"Jumalan Morsian";1103;"2004";"FS Film Oy";2004-03-05;"A Bride of The Seventh Heaven";"SUOMI"
"1996";"Kummituskartano";29497;"2004";"The Walt Disney Company Nordic";2004-02-27;"The Haunted Mansion";"USA"
"1997";"Mona Lisa Smile";39194;"2004";"FS Film Oy";2004-02-27;"Mona Lisa Smile";"USA"
"1998";"21 GRAMMAA";24098;"2004";"Sandrew Metronome Dist.";2004-02-27;"21 GRAMS";"USA"
"1999";"In America";2122;"2004";"FS Film Oy";2004-02-20;"In America";"USA"
"2000";"Päämääränä Cold Mountain";20968;"2004";"The Walt Disney Company Nordic";2004-02-20;"Cold Mountain";"USA"
"2001";"Pako viidakkoon";10829;"2004";"Columbia Tristar Egmont";2004-02-18;"Welcome to The Jungle";"USA"
"2002";"BEYOND RE-ANIMATOR";55;"2004";"Scanbox / Finnkino";2004-02-13;"BEYOND RE-ANIMATOR";"USA"
"2003";"Karhuveljeni Koda";270086;"2004";"The Walt Disney Company Nordic";2004-02-13;"Brother Bear";"USA"
"2004";"Koirankynnen leikkaaja";199634;"2004";"The Walt Disney Company Nordic";2004-02-13;"Koirankynnen leikkaaja";"SUOMI"
"2005";"LOST IN TRANSLATION";105808;"2004";"Sandrew Metronome Dist.";2004-02-13;"LOST IN TRANSLATION";"USA"
"2006";"Paycheck";13241;"2004";"The Walt Disney Company Nordic";2004-02-13;"Paycheck";"USA"
"2007";"Rakasta jos uskallat";2871;"2004";"Future Film";2004-02-13;"Jeux d'enfants";"RANSKA"
"2008";"Isältä Pojalle";3390;"2004";"FS Film Oy";2004-02-06;"Father to Son";"SUOMI"
"2009";"Maanantain auringossa";3238;"2004";"Scanbox / Finnkino";2004-02-06;"Los Lunes al sol";"ESPANJA"
"2010";"Salaiset leikit";370;"2004";"Future Film";2004-02-06;"Choses secrètes";"RANSKA"
"2011";"Scary Movie 3";64139;"2004";"FS Film Oy";2004-02-06;"Scary Movie 3";"USA"
"2012";"Viisi vuodenaikaa";9248;"2004";"Cinema Mondo Oy";2004-02-06;"Bom yeoreum gaeul gyeoul geurigo bom";"KOREA"
"2013";"Elephant";13722;"2004";"Cinema Mondo Oy";2004-01-30;"Elephant";"USA"
"2014";"Uptown Girls";1402;"2004";"FS Film Oy";2004-01-30;"Uptown Girls";"USA"
"2015";"Viimeinen samurai";94615;"2004";"Sandrew Metronome Dist.";2004-01-30;"THE LAST SAMURAI";"USA"
"2016";"Kultainen medaljonki";3459;"2004";"Columbia Tristar Egmont";2004-01-23;"The Medallion";"HONG KONG"
